ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
3435;N05AB01;diksyratsiini;dixyrazin;30;mg
3436;N05AB02;flufenatsiini;flufenazin;10;mg
3437;N05AB02;flufenatsiini;flufenazin;1;mg
3438;N05AB03;perfenatsiini;perfenazin;30;mg
3439;N05AB03;perfenatsiini;perfenazin;10;mg
3440;N05AB03;perfenatsiini;perfenazin;7;mg
3441;N05AB03;perfenatsiini;perfenazin;16;mg
2988;M01BA02;dipyrosetyyli ja kortikosteroidit;dipyrocetyl och kortikosteroider;;
3443;N05AB04;proklooriperatsiini ;proklorperazin;50;mg
3444;N05AB05;tiopropatsaatti;tiopropazat;60;mg
3445;N05AB06;trifluoperatsiini;trifluoperazin;20;mg
3446;N05AB06;trifluoperatsiini;trifluoperazin;8;mg
3447;N05AB07;asetofenatsiini;acetofenazin;50;mg
3448;N05AB08;tioproperatsiini;tioproperazin;75;mg
3449;N05AB08;tioproperatsiini;tioproperazin;20;mg
3450;N05AB09;butaperatsiini;butaperazin;10;mg
3451;N05AB10;peratsiini;perazin;0.1;g
3452;N05AC;Piperidiinirungon sisältävät fentiatsiinit;Fentiazinderivat med piperidinring;;
3453;N05AC01;perisiatsiini;periciazin;50;mg
3454;N05AC01;perisiatsiini;periciazin;20;mg
3455;N05AC02;tioridatsiini;tioridazin;0.3;g
3456;N05AC03;mesoridatsiini;mesoridazin;0.2;g
3457;N05AC04;pipotiatsiini;pipotiazin;5;mg
3458;N05AC04;pipotiatsiini;pipotiazin;10;mg
3101;M04AB03;bentsbromiaroni;bensbromaron;0.1;g
3460;N05AD01;haloperidoli;haloperidol;8;mg
3461;N05AD01;haloperidoli;haloperidol;3.3;mg
3462;N05AD02;trifluperidoli;trifluperidol;2;mg
3463;N05AD03;melperoni;melperon;0.3;g
3464;N05AD04;moperoni;moperon;20;mg
3465;N05AD05;pipamperoni;pipamperon;0.2;g
3466;N05AD06;bromiperidoli;bromperidol;10;mg
3467;N05AD06;bromiperidoli;bromperidol;3.3;mg
3468;N05AD07;benperidoli;benperidol;1.5;mg
3470;N05AD09;fluanisoni;fluanison;;
3471;N05AE;Indolijohdokset;Indolderivat;;
3472;N05AE01;oksipertiini;oxipertin;0.12;g
3473;N05AE02;molindoni;molindon;50;mg
3474;N05AE03;sertindoli;sertindol;16;mg
3475;N05AF;Tioksanteenijohdokset;Tioxantenderivat;;
3476;N05AF01;flupentiksoli;flupentixol;6;mg
3477;N05AF01;flupentiksoli;flupentixol;4;mg
3478;N05AF02;klopentiksoli;klopentixol;0.1;g
3479;N05AF03;klooriprotikseeni;klorprotixen;0.3;g
3480;N05AF03;klooriprotikseeni;klorprotixen;50;mg
3270;N02BA51;asetyylisalisyylihappo, yhdistelmävalmisteet;acetylsalicylsyra, kombinationer;5;ED
3482;N05AF05;tsuklopentiksoli;zuklopentixol;30;mg
3483;N05AF05;tsuklopentiksoli;zuklopentixol;15;mg
3484;N05AG;Difenyylibutyylipiperidiinijohdokset;Difenylbutylpiperidinderivat;;
3485;N05AG01;fluspirileeni;fluspirilen;0.7;mg
3486;N05AG02;pimotsidi;pimozid;4;mg
3487;N05AG03;penfluridoli;penfluridol;6;mg
3488;N05AH;Diatsepiinit, oksatsepiinit, tiatsepiinit ja oksepiinit;Diazepiner, oxazepiner, tiazepiner och oxepiner;;
3489;N05AH01;loksapiini;loxapin;0.1;g
3490;N05AH02;klotsapiini;klozapin;0.3;g
3491;N05AH03;olantsapiini;olanzapin;10;mg
3493;N07XX06;tetrabenatsiini;tetrabenazin;0.1;g
3494;N05AL;Bentsamidit;Bensamides;;
3495;N05AL01;sulpiridi;sulpirid;0.8;g
3496;N05AL02;sultopridi;sultoprid;1.2;g
3497;N05AL03;tiapridi;tiaprid;0.4;g
3498;N05AL04;remoksipridi;remoxiprid;0.3;g
3499;N05AL05;amisulpridi;amisulprid;0.4;g
3442;N05AB04;proklooriperatsiini ;proklorperazin;0.1;g
3501;N05AN;Litium;Litium;;
3502;N05AN01;litium;litium;168;mg
3503;N05AX;Muut psykoosilääkkeet;Övriga neuroleptika;;
3504;N05AX07;protipendyyli;protipendyl;0.24;g
3505;N05AX08;risperidoni;risperidon;5;mg
3506;N05AH06;klotiapiini;klotiapin;80;mg
3507;N05AX10;mosapramiini;mosapramin;;
3508;N05B;NEUROOSILÄÄKKEET JA RAUHOITTAVAT AINEET;LUGNANDE MEDEL, ATARAKTIKA;;
3509;N05BA;Bentsodiatsepiinijohdokset;Bensodiazepinderivat;;
3510;N05BA01;diatsepaami;diazepam;10;mg
3511;N05BA02;klooridiatsepoksidi;klordiazepoxid;30;mg
3512;N05BA02;klooridiatsepoksidi;klordiazepoxid;50;mg
3513;N05BA03;medatsepaami;medazepam;20;mg
3514;N05BA04;oksatsepaami;oxazepam;50;mg
3515;N05BA05;kaliumkloratsepaatti;kaliumklorazepat;20;mg
3516;N05BA06;loratsepaami;lorazepam;2.5;mg
3517;N05BA07;adinatsolaami;adinazolam;;
3518;N05BA08;bromatsepaami;bromazepam;10;mg
3459;N05AD;Butyrofenonijohdokset;Butyrofenonderivat;;
3520;N05BA10;ketatsolaami;ketazolam;;
3521;N05BA11;pratsepaami;prazepam;30;mg
3522;N05BA12;alpratsolaami;alprazolam;1;mg
3523;N05BA13;halatsepaami;halazepam;0.1;g
3524;N05BA14;pinatsepaami;pinazepam;;
3525;N05BA15;kamatsepaami;kamazepam;30;mg
3526;N05BA16;nordatsepaami;nordazepam;15;mg
3527;N05BA17;fludiatsepaami;fludiazepam;0.75;mg
3528;N05BA18;etyyliloflatsepaatti;etylloflazepat;2;mg
3529;N05BA19;etitsolaami;etizolam;;
3530;N05BA21;klotiatsepaami;klotiazepam;;
3531;N05BA22;kloksatsolaami;kloxazolam;;
3532;N05BA23;tofisopaami;tofisopam;;
3533;N05BA56;loratsepaami, yhdistelmävalmisteet;lorazepam, kombinationer;;
3534;N05BB;Difenyylimetaanijohdokset;Difenylmetanderivat;;
3535;N05BB01;hydroksitsiini;hydroxizin;75;mg
3536;N05BB02;kaptodiaami;kaptodiam;0.2;g
3537;N05BB51;hydroksitsiini, yhdistelmävalmisteet;hydroxizin, kombinationer;4;ED
3481;N05AF04;tiotikseeni;tiotixen;30;mg
3539;N05BC01;meprobamaatti;meprobamat;1.2;g
3540;N05BC03;emylkamaatti;emylkamat;0.9;g
3541;N05BC04;mebutamaatti;mebutamat;;
3542;N05BC51;meprobamaatti, yhdistelmävalmisteet;meprobamat, kombinationer;;
3543;N05BD;Dibentsobisyklo-oktadieenijohdokset;Dibensobicyklo-oktadienderivat;;
3544;N05BD01;bentsoktamiini;bensoktamin;30;mg
3545;N05BE;Atsaspirodekanedionijohdokset;Azaspirodekanedionderivat;;
3546;N05BE01;buspironi;buspiron;30;mg
3547;N05BX;Muut;Övriga;;
3548;N05BX01;mefenoksaloni;mefenoxalon;1.2;g
3549;N05BX02;gedokarniili;gedocarnil;;
3550;N05BX03;etifoksiini;etifoxin;;
3551;N05C;UNILÄÄKKEET;SÖMNMEDEL;;
3552;N05CA;Barbituraatit;Barbiturater;;
3553;N05CA01;pentobarbitaali;pentobarbital;0.1;g
3554;N05CA02;amobarbitaali;amobarbital;0.1;g
3555;N05CA03;butobarbitaali;butobarbital;0.15;g
3556;N05CA04;barbitaali;barbital;0.5;g
3557;N05CA05;aprobarbitaali;aprobarbital;0.1;g
3500;N05AL06;veralipridi;veraliprid;;
3559;N05CA07;talbutaali;talbutal;0.1;g
3560;N05CA08;vinyylibitaali;vinylbital;0.15;g
3561;N05CA09;vinbarbitaali;vinbarbital;0.1;g
3562;N05CA10;syklobarbitaali;cyklobarbital;0.2;g
3563;N05CA11;heptabarbitaali;heptabarbital;0.2;g
3564;N05CA12;reposaali;reposal;0.2;g
3565;N05CA15;metoheksitaali;metohexital;;
3566;N05CA16;heksobarbitaali;hexobarbital;0.25;g
3567;N05CA19;tiopentaali;tiopental;;
3568;N05CA20;etallobarbitaali;etallobarbital;;
3569;N05CA21;allobarbitaali;allobarbital;;
3570;N05CA22;proksibarbaali;proxibarbal;;
3571;N05CB;Barbituraattiyhdistelmävalmisteet;Barbiturater, kombinationer;;
3572;N05CB01;barbituraattiyhdistelmävalmisteet;kombinationer av barbiturater;;
3573;N05CB02;barbituraattien ja muiden lääkeaineiden yhdistelmävalmisteet;barbiturater i kombination med andra medel;2;ED
3574;N05CB02;barbituraattien ja muiden lääkeaineiden yhdistelmävalmisteet;barbiturater i kombination med andra medel;3;ED
3575;N05CC;Aldehydit ja niiden johdokset;Aldehyder, inkl. derivat;;
3576;N05CC01;kloraalihydraatti;kloralhydrat;1;g
3577;N05CC02;kloralodoli;kloralodol;1.6;g
3519;N05BA09;klobatsaami;klobazam;20;mg
3579;N05CC04;dikloraalifenatsoni;dikloralfenazon;1.3;g
3580;N05CC05;paraldehydi;paraldehyd;5;g
3581;N05CD;Bentsodiatsepiinijohdokset;Bensodiazepinderivat;;
3582;N05CD01;fluratsepaami;flurazepam;30;mg
3583;N05CD02;nitratsepaami;nitrazepam;5;mg
3584;N05CD03;flunitratsepaami;flunitrazepam;1;mg
3585;N05CD04;estatsolaami;estazolam;3;mg
3586;N05CD05;triatsolaami;triazolam;0.25;mg
3587;N05CD05;triatsolaami;triazolam;0.2;mg
3588;N05CD06;lormetatsepaami;lormetazepam;1;mg
3589;N05CD07;tematsepaami;temazepam;20;mg
3590;N05CD08;midatsolaami;midazolam;15;mg
3591;N05CD09;brotitsolaami;brotizolam;0.25;mg
3592;N05CD10;kvatsepaami;kvazepam;15;mg
3593;N05CD11;lopratsolaami;loprazolam;1;mg
3594;N05CD12;doksefatsepaami;doxefazepam;;
3595;N05CE;Piperidiinidionijohdokset;Piperidindionderivat;;
3596;N05CE01;glutetimidi;glutetimid;0.25;g
3597;N05CE02;metypryloni;metyprylon;0.2;g
3538;N05BC;Karbamaatit;Karbamatderivat;;
3599;N05CF;Bentsodiatsepiinin kaltaiset lääkeaineet;Bensodiazepin liknande medel;;
3600;N05CF01;tsopikloni;zopiklon;7.5;mg
3602;N05CF02;tsolpideemi;zolpidem;10;mg
3603;N05CM;Muut unilääkkeet;Övriga sömnmedel;;
3604;N05CM01;metakvaloni;metakvalon;0.2;g
3605;N05CM02;klometiatsoli;klometiazol;1.5;g
3606;N05CM03;bromisovaali;bromsoval;0.6;g
3607;N05CM04;karbromaali;karbromal;1;g
3608;N05CM05;skopolamiini;skopolamin;0.9;mg
3609;N05CM06;propiomatsiini;propiomazin;25;mg
3610;N05CM07;triklofossi;triklofos;1;g
3611;N05CM08;etklorvinoli;etklorvinol;0.5;g
3612;N05CM09;Valerianae radix;Valerianae radix;4;ED
3613;N05CM09;Valerianae radix;Valerianae radix;6;ED
3614;N05CM10;heksapropymaatti;hexapropymat;0.4;g
3615;N05CM11;bromidit;bromider;;
3616;N05CM12;apronaali;apronal;0.25;g
3617;N05CM13;valnoktamidi;valnoktamid;0.6;g
3618;N05CM15;metyylipentynoli;metylpentynol;;
3619;N05CM16;niapratsiini;niaprazin;;
3558;N05CA06;sekobarbitaali;secobarbital;0.1;g
3621;N05CX01;meprobamaatti, yhdistelmävalmisteet;meprobamat, kombinationer;;
3622;N05CX02;metakvaloni, yhdistelmävalmisteet;metakvalon, kombinationer;;
3623;N05CX03;metyylipentynoli, yhdistelmävalmisteet;metylpentynol, kombinationer;;
3624;N05CX04;klometiatsoli, yhdistelmävalmisteet;klometiazol, kombinationer;;
3625;N05CX05;emeproni, yhdistelmävalmisteet;emepron, kombinationer;;
3626;N05CX06;dipiperonyyliaminoetanoli, yhdistelmävalmisteet;dipiperonylaminoetanol, kombinationer;;
3627;N06;MASENNUSLÄÄKKEET JA KESKUSHERMOSTOA STIMULOIVAT LÄÄKEAINEET;PSYKOANALEPTIKA;;
3628;N06A;MASENNUSLÄÄKKEET;ANTIDEPRESSIVA MEDEL;;
3629;N06AA;Epäselektiiviset monoamiinien takaisinoton estäjät;Icke selektiva monoaminåterupptagshämmare;;
3630;N06AA01;desipramiini;desipramin;0.1;g
3631;N06AA02;imipramiini;imipramin;0.1;g
3632;N06AA03;imipramiinioksidi;imipraminoxid;0.1;g
3633;N06AA04;klomipramiini;klomipramin;0.1;g
3634;N06AA05;opipramoli;opipramol;0.15;g
3635;N06AA06;trimipramiini;trimipramin;0.15;g
3636;N06AA07;lofepramiini;lofepramin;0.105;g
3578;N05CC03;asetyyliglysiiniamidikloraalihydraatti;acetylglycinamidkloralhydrat;1.7;g
3638;N06AA09;amitriptyliini;amitriptylin;75;mg
3639;N06AA10;nortriptyliini;nortriptylin;75;mg
3640;N06AA10;nortriptyliini;nortriptylin;30;mg
3641;N06AA11;protriptyliini;protriptylin;30;mg
3642;N06AA12;doksepiini;doxepin;0.1;g
3643;N06AA13;iprindoli;iprindol;90;mg
3644;N06AA14;melitraseeni;melitracen;75;mg
3645;N06AA15;butriptyliini;butriptylin;75;mg
3646;N06AA16;dosulepiini;dosulepin;0.15;g
3647;N06AA17;amoksapiini;amoxapin;0.15;g
3648;N06AA18;dimetakriini;dimetakrin;0.15;g
3649;N06AA19;amineptiini;amineptin;;
3650;N06AA21;maprotiliini;maprotilin;0.1;g
3651;N06AX16;venlafaksiini;venlafaxin;0.1;g
3652;N06AA23;kinupramiini;kinupramin;;
3653;N06AX17;milnasipraani;milnacipran;0.1;g
3654;N06AB;Selektiiviset serotoniinin takaisinoton estäjät;Selektiva serotoninåterupptagsshämmare;;
3598;N05CE03;pyrityylidioni;pyrityldion;0.2;g
3656;N06AB03;fluoksetiini;fluoxetin;20;mg
3657;N06AB04;sitalopraami;citalopram;20;mg
3658;N06AB05;paroksetiini;paroxetin;20;mg
3659;N06AB06;sertraliini;sertralin;50;mg
3660;N06AB07;alaproklaatti;alaproklat;;
3661;N06AB08;fluvoksamiini;fluvoxamin;0.1;g
3662;N06AB09;etoperidoni;etoperidon;;
3663;N06AF;Epäselektiiviset MAO:n estäjät;MAO-hämmare, icke-selketiva;;
3664;N06AF01;isokarboksatsidi;isokarboxazid;15;mg
3665;N06AF02;nialamidi;nialamid;0.1;g
3666;N06AF03;feneltsiini;fenelzin;60;mg
3667;N06AF04;tranyylikypromiini;tranylkypromin;10;mg
3668;N06AF05;iproniatsidi;iproniazid;;
3669;N06AG;Selektiiviset MAO-A:n estäjät;Selektiva MAO-A-hämmare;;
3670;N06AG02;moklobemidi;moklobemid;0.3;g
3671;N06AG03;toloksatoni;toloxaton;;
3672;N06AX;Muut masennuslääkkeet;Övriga antidepressanta;;
3673;N06AX01;oksitriptaani;oxitriptan;;
3620;N05CX;Yhdistelmävalmisteet, lukuun ottamatta barbituraatteja;Kombinationer, exkl. barbiturater;;
3675;N06AX03;mianseriini;mianserin;60;mg
3676;N06AX04;nomifensiini;nomifensin;0.15;g
3677;N06AX05;tratsodoni;trazodon;0.3;g
3678;N06AX06;nefatsodoni;nefazodon;0.4;g
3679;N06AX07;minapriini;minaprin;0.1;g
3680;N06AX08;bifemelaani;bifemelan;;
3681;N06AX09;viloksatsiini;viloxazin;0.2;g
3682;N06AX10;oksaflotsaani;oxaflozan;;
3683;N06AX11;mirtatsapiini;mirtazapin;30;mg
3684;N06AX12;bupropioni;bupropion;0.3;g
3685;N06AX13;medifoksamiini;medifoxamin;;
3686;N06AX14;tianeptiini;tianeptin;37.5;mg
3687;N06AX15;pivagabiini;pivagabin;;
3688;N06B;KESKUSHERMOSTOA STIMULOIVAT LÄÄKEAINEET;PSYKOSTIMULANTIA;;
3689;N06BA;Keskushermostoon vaikuttavat sympatomimeetit;Sympatomimetika som påverkar centralt;;
3690;N06BA01;amfetamiini;amfetamin;15;mg
3691;N06BA02;deksamfetamiini;dexamfetamin;15;mg
3692;N06BA03;metamfetamiini;metamfetamin;15;mg
3637;N06AA08;dibentsepiini;dibenzepin;0.3;g
3694;N06BA05;pemoliini;pemolin;40;mg
3695;N06BA06;fenkamfamiini;fenkamfamin;;
3696;N06BA07;modafiniili;modafinil;0.3;g
3697;N06BA08;fenotsoloni;fenozolon;;
3698;N06BC;Ksantiinijohdokset;Xantinderivat;;
3699;N06BC01;kofeiini;koffein;0.4;g
3700;N06BX;Muut keskushermostoa stimuloivat lääkeaineet;Övriga psykostimulantia;;
3701;N06BX01;meklofenoksaatti;meklofenoxat;;
3702;N06BX02;pyritinoli;pyritinol;0.6;g
3703;N06BX03;pirasetaami;piracetam;2.4;g
3704;N06BX03;pirasetaami;piracetam;6;g
3705;N06BX04;deanoli;deanol;;
3706;N06BX05;fipeksidi;fipexid;;
3707;N06BX06;sitikoliini;sitokolin;;
3708;N06BX07;oksirasetaami;oxiracetam;;
3709;N06BX08;pirisudanoli;pirisudanol;;
3655;N06AB02;tsimelidiini;zimelidin;0.2;g
3711;N06BX10;nitsofenoni;nizofenon;;
3712;N06BX11;anirasetaami;aniracetam;;
3713;N06BX12;asetyylikarnitiini;acetylcarnitin;;
3714;N06BX13;idebenoni;idebenon;0.9;g
3715;N06BX14;prolintaani;prolintan;;
3716;N06BX15;pipradroli;pipradrol;30;mg
3717;N06BX16;pramirasetaami;pramiracetam;;
3718;N06BX17;adrafiniili;adrafinil;;
3719;N06BX18;vinposetiini;vinpocetin;15;mg
3720;N06DX02;Ginkgo folium;Ginkgo folium;0.12;g
3721;N06C;PSYYKENLÄÄKKEIDEN YHDISTELMÄVALMISTEET;KOMBINATIONER AV PSYKOFARMAKA;;
3722;N06CA;Masennuslääkkeiden ja muiden psyykenlääkkeiden yhdistelmävalmisteet;Kombinationer av antidepressiva och andra psykofarmaka;;
3723;N06CA01;amitriptyliini ja psyykenlääke;amitriptylin och psykofarmaka;3;ED
3724;N06CA01;amitriptyliini ja psyykenlääke;amitriptylin och psykofarmaka;5;ED
3725;N06CA01;amitriptyliini ja psyykenlääke;amitriptylin och psykofarmaka;7.5;ED
3674;N06AX02;tryptofaani;tryptofan;;
3693;N06BA04;metyylifenidaatti;metylfenidat;30;mg
3727;N07;MUUT HERMOSTOON VAIKUTTAVAT LÄÄKEAINEET;ÖVRIGA MEDEL MED VERKAN PÅ NERVSYSTEMET;;
3728;N07A;PARASYMPATOMIMEETIT;PARASYMPATOMIMETIKA;;
3729;N07AA;Antikoliiniesteraasit;Acetylkolinesterashämmare;;
3730;N07AA01;neostigmiini;neostigmin;60;mg
3731;N07AA01;neostigmiini;neostigmin;2;mg
3732;N07AA02;pyridostigmiini;pyridostigmin;0.18;g
3733;N07AA02;pyridostigmiini;pyridostigmin;10;mg
3734;N07AA03;distigmiini;distigmin;5;mg
3735;N07AA03;distigmiini;distigmin;0.25;mg
3736;N06DA01;takriini;takrin;0.12;g
3737;N07AA30;ambenoni;ambenon;60;mg
3738;N07AA51;neostigmiini, yhdistelmävalmisteet;neostigmin, kombinationer;1;ED
3739;N07AB;Koliiniesterit;Kolinestrar;;
3740;N07AB01;karbakoliini;karbakol;6;mg
3741;N07AB01;karbakoliini;karbakol;0.5;mg
3742;N07AB02;betanekoliini;betanekol;45;mg
3743;N07AX;Muut parasympatomimeetit;Övriga parasympatomimeter;;
3744;N07AX01;pilokarpiini;pilokarpin;10;mg
3710;N06BX09;linopirdiini;linopirdin;;
3746;N07B;RIIPPUVUUDEN HOITOON TARKOITETUT LÄÄKKEET;MEDEL VID BEROENDE;;
3747;N07BA;Nikotiiniriippuvuuden hoitoon käytettävät lääkeaineet;Medel vid nikotinberoende;;
3749;N07BA01;nikotiini;nikotin;14;mg
3750;N07C;HUIMAUSLÄÄKKEET;MEDEL MOT YRSEL;;
3751;N07CA;Huimauslääkkeet;Medel mot yrsel;;
3752;N07CA01;betahistiini;betahistin;24;mg
3753;N07CA02;sinnaritsiini;cinnarizin;90;mg
3754;N07CA03;flunaritsiini;flunarizin;10;mg
3755;N07CA04;asetyylileusiini;acetylleusin;;
3756;N07X;MUUT HERMOSTOON VAIKUTTAVAT LÄÄKEAINEET;ÖVRIGA PÅ NERVSYSTEMET VERKANDE MEDEL;;
3757;N07XA;Gangliosidit ja johdokset;Gangliosider och derivat;;
3758;N07XX;Muut hermostoon vaikuttavat lääkeaineet;Övriga på nervsystemet verkande medel;;
3759;N07XX01;tirilatsadi;tirilazad;0.42;g
3760;N07XX02;rilutsoli;riluzol;0.1;g
3761;P;LOISTEN JA HYÖNTEISTEN HÄÄTÖÖN TARKOITETUT VALMISTEET;ANTIPARASITÄRA, INSEKTSDÖDANDE OCH REPELLERANDE MEDEL;;
3762;P01;ALKUELÄIMIIN VAIKUTTAVAT LÄÄKEAINEET;MEDEL MOT PROTOZOER;;
3763;P01A;AMEBIAASIN HOITOON TARKOITETUT LÄÄKEAINEET;MEDEL VID AMÖBIASIS;;
3726;N06CB;Keskushermostoa stimuloivien lääkeaineiden ja muiden psyykenlääkkeiden yhdistelmävalmisteet;Kombinationer av psykostimulantia och andra psykofarmaka;;
3765;P01AA01;broksikinoliini;broxikinolin;;
3766;P01AA02;kliokinoli;kliokinol;;
3767;P01AA04;kloorikinoli;klorkinol;;
3768;P01AA05;tilbrokinoli;tilbrokinol;;
3769;P01AA52;kliokinoli, yhdistelmävalmisteet;kliokinol, kombinationer;;
3770;P01AB;Nitroimidatsolijohdokset;Nitroimidazolderivat;;
3771;P01AB01;metronidatsoli;metronidazol;2;g
3772;P01AB02;tinidatsoli;tinidazol;2;g
3773;P01AB03;ornidatsoli;ornidazol;1.5;g
3774;P01AB04;atsanidatsoli;azanidazol;;
3775;P01AB05;propenidatsoli;propenidazol;;
3776;P01AB06;nimoratsoli;nimorazol;2;g
3777;P01AB07;seknidatsoli;seknidazol;2;g
3745;N07AX02;koliinialfoskeraatti;kolinalfoscerat;;
3779;P01AC01;diloksanidi;diloxanid;1.5;g
3780;P01AC02;klefamidi;klefamid;;
3781;P01AC03;etofamidi;etofamid;;
3782;P01AC04;teklosaani;teklosan;;
3783;P01AR;Arseenivalmisteet;Arsenikföreningar;;
3784;P01AR01;arstinoli;arstinol;;
3785;P01AR02;difetarsoni;difetarson;;
3786;P01AR03;glykobiarsoli;glykobiarsol;;
3787;P01AR53;glykobiarsoli, yhdistelmävalmisteet;glykobiarsol, kombinationer;;
3788;P01AX;Muut amebiaasilääkkeet;Övriga medel vid amöbiasis;;
3789;P01AX01;kiniofoni;kiniofon;;
3790;P01AX02;emetiini;emetin;60;mg
3791;P01AX04;fankinoni;fankinon;;
3792;P01AX05;mepakriini;mepakrin;0.3;g
3764;P01AA;Hydroksikinoliinijohdokset;Hydroxikinolinderivat;;
3794;P01AX07;trimetreksaatti;trimetrexat;85;mg
3795;P01AX08;tenonitrotsoli;tenonitrozol;;
3796;P01AX52;emetiini, yhdistelmävalmisteet;emetin, kombinationer;;
3797;P01B;MALARIALÄÄKKEET;MALARIAMEDEL;;
3798;P01BA;Aminokinoliinijohdokset;Aminokinolinderivat;;
3799;P01BA01;klorokiini;klorokin;0.5;g
3800;P01BA02;hydroksiklorokiini;hydroxiklorokin;0.516;g
3801;P01BA03;primakiini;primakin;15;mg
3802;P01BC02;meflokiini;meflokin;1;g
3803;P01BA06;amodiakiini;amodiakin;0.5;g
3804;P01BB;Biguanidit;Biguanider;;
3805;P01BB01;proguaniili;proguanil;0.2;g
3806;P01BC;Kiniinialkaloidit;Kininalkaloider;;
3807;P01BC01;kiniini;kinin;1.5;g
3808;P01BD;Diaminopyramidiinit;Diaminopyramidiner;;
3809;P01BD01;pyrimetamiini;pyrimetamin;75;mg
3778;P01AC;Diklooriasetamidijohdokset;Diklorasetamidderivat;;
3811;P01BX;Muut malarialääkkeet;Övriga malariamedel ;;
3812;P01BX01;halofantriini;halofantrin;1.5;g
3813;P01C;LEISHMANIAASI- JA TRYPANOSOMIAASILÄÄKKEET;LEISHMANIAS- OCH TRYPANOSOMIASMEDEL;;
3814;P01CA;Nitroimidatsolijohdokset;Nitroimidazolderivat;;
3815;P01CA02;bensnidatsoli;bensnidazol;0.4;g
3816;P01CB;Antimonivalmisteet;Antimonpreparat;;
3817;P01CB01;meglumiiniantimonaatti;megluminantimonat;0.85;g
3818;P01CB02;natriumstiboglukonaatti;natriumstiboglukonat;0.85;g
3819;P01CC;Nitrofuraanijohdokset;Nitrofuranderivat;;
3820;P01CC01;nitrofurtimoksi;nitrofurtimox;0.7;g
3821;P01CC02;nitrofuraali;nitrofural;;
3822;P01CD;Arseenivalmisteet;Arsenikföreningar;;
3823;P01CD01;melarsoproli;melarsoprol;60;mg
3824;P01CD02;asetarsoli;asetarsol;;
3793;P01AX06;atovakoni;atovakvon;2.25;g
3826;P01CX01;pentamidiini-isetionaatti;pentamidin isetionat;0.28;g
3827;P01CX02;suramiininatrium;suraminnatrium;0.27;g
3828;P01CX03;eflornitiini;eflornitin;;
3829;P02;MATOLÄÄKKEET;MEDEL VID MASKINFEKTION;;
3830;P02B;IMUMATO(TREMATODES)LÄÄKKEET;MEDEL MOT TREMATODER;;
3831;P02BA;Kinoliinijohdokset;Kinolinderivat;;
3832;P02BA01;pratsikvanteeli;prazikvantel;3;g
3833;P02BA02;oksamnikiini;oxamnikin;1;g
3834;P02BB;Organofosfaattivalmisteet;Organofosfatpreparat;;
3835;P02BB01;metrifonaatti;metrifonat;40;mg
3836;P02BX;Muut imumatolääkkeet;Övriga medel mot trematoder;;
3837;P02BX01;bitinoli;bitinol;;
3838;P02BX02;niridatsoli;niridazol;;
3839;P02BX03;stibofeeni;stibofen;;
3840;P02C;SUKKULAMATO(NEMATODES)LÄÄKKEET;MEDEL MOT NEMATODER;;
3810;P01BD51;pyrimetamiini, yhdistelmävalmisteet;pyrimetamin, kombinationer;75;mg
3842;P02CA01;mebendatsoli;mebendazol;0.2;g
3843;P02CA02;tiabendatsoli;tiabendazol;3;g
3844;P02CA03;albendatsoli;albendazol;0.4;g
3845;P02CA04;siklobendatsoli;siklobendazol;;
3846;P02CA05;flubendatsoli;flubendazol;0.2;g
3847;P02CA06;fenbendatsoli;fenbendazol;;
3848;P02CA51;mebendatsoli, yhdistelmävalmisteet;mebendazol, kombinationer;;
3849;P02CB;Piperatsiini ja sen johdokset;Piperazin och derivat;;
3850;P02CB01;piperatsiini;piperazin;3.5;g
3851;P02CB02;dietyylikarbamatsiini;dietylkarbamazin;0.4;g
3852;P02CC;Tetrahydropyrimidiinijohdokset;Tetrahydropyrimidinderivat;;
3853;P02CC01;pyranteeli;pyrantel;0.75;g
3854;P02CC02;oksanteeli;oxantel;;
3855;P02CE;Imidatsotiatsolijohdokset;Imidazotiazolderivat;;
3856;P02CE01;levamisoli;levamisol;0.15;g
3857;P02CF;Avermektiinit;Avermektiiner;;
3825;P01CX;Muut leishmaniaasi- ja trypanosomiaasilääkkeet;Övriga leishmanias- och trypanosomiasmedel;;
3859;P02CX;Muut sukkulamatolääkkeet;Övriga medel nematoder;;
3860;P02CX01;pyrviini;pyrvin;0.35;g
3861;P02CX02;befeeni;befen;;
3862;P02D;LAAKAMATO(CESTODES)LÄÄKKEET;MEDEL MOT CESTODER;;
3863;P02DA;Salisyylihappojohdokset;Salicylsyraderivat;;
3864;P02DA01;niklosamidi;niklosamid;2;g
3865;P02DX;Muut laakamatolääkkeet;Övriga medel mot cestoder;;
3866;P02DX01;desaspidiini;desaspidin;;
3867;P02DX02;diklorofeeni;diklorofen;;
3868;P03;ULKOLOISTEN HÄÄTÖÖN KÄYTETTÄVÄT LÄÄKEAINEET, MYÖS SYYHYLÄÄKKEET, HYÖNTEISMYRKYT JA -KARKOTTEET;MEDEL MOT EKTOPARASITER, INKL SKABBMEDEL, INSEKTSDÖDANDE OCH REPELLERANDE MEDEL;;
3869;P03A;ULKOLOISTEN HÄÄTÖÖN KÄYTETTÄVÄT LÄÄKEAINEET, MYÖS SYYHYLÄÄKKEET;MEDEL MOT EKTOPARASITER, INKL. SKABBMEDEL;;
